,评分,片名,年份,地区,豆瓣链接
65,8.7,瓦尔特保卫萨拉热窝,1972-11-30,['南斯拉夫'],https://movie.douban.com/subject/1291860/
66,8.7,雁南飞,1957-10-12,['苏联'],https://movie.douban.com/subject/1302077/
67,8.7,这里的黎明静悄悄,1972-11-04,['苏联'],https://movie.douban.com/subject/1303075/
68,8.7,望乡,1974-11-02,['日本'],https://movie.douban.com/subject/1303073/
69,8.7,一九零零,1976-08-16,"['意大利', '法国', '西德']",https://movie.douban.com/subject/1300956/
70,8.7,生命是个奇迹,2004-05-14,"['塞尔维亚', '法国', '意大利']",https://movie.douban.com/subject/1416895/
71,8.7,魂断蓝桥,1931-09-01,['美国'],https://movie.douban.com/subject/1295920/
72,8.7,别了武器,2013-07-20,['日本'],https://movie.douban.com/subject/25839041/
73,8.7,流浪艺人,1975-10-13,['希腊'],https://movie.douban.com/subject/1295759/
74,8.6,全金属外壳,1987-06-17,"['英国', '美国']",https://movie.douban.com/subject/1300055/
75,8.6,天国王朝,2005-05-06,"['英国', '德国', '西班牙', '摩洛哥', '美国', '意大利', '法国']",https://movie.douban.com/subject/1309071/
76,8.6,冒牌上尉,2017-09-07,"['德国', '波兰', '葡萄牙', '法国']",https://movie.douban.com/subject/27114240/
77,8.6,焦土之城,2010-09-03,['加拿大'],https://movie.douban.com/subject/4935242/
78,8.6,芬妮的旅程,2016-05-18,"['法国', '比利时']",https://movie.douban.com/subject/26710657/
79,8.6,无主之地,2001-05-12,"['波黑', '斯洛文尼亚', '意大利', '法国', '英国', '比利时']",https://movie.douban.com/subject/1306303/
80,8.6,战舰波将金号,1925-12-24,['苏联'],https://movie.douban.com/subject/1293492/
81,8.6,雨月物语,1953-03-26,['日本'],https://movie.douban.com/subject/1303577/
82,8.6,再见，孩子们,1987-10-07,"['法国', '西德', '意大利']",https://movie.douban.com/subject/1292586/
83,8.6,大决战之淮海战役,1991-08-01,['中国大陆'],https://movie.douban.com/subject/1424551/
84,8.6,隐藏的恋情,2005-03-07,['法国'],https://movie.douban.com/subject/1946786/
85,8.6,自己去看,1985-10-17,['苏联'],https://movie.douban.com/subject/1422186/
86,8.6,稻草人,1987-10-23,['中国台湾'],https://movie.douban.com/subject/1308607/
87,8.6,阿尔及尔之战,1966-09-08,"['意大利', '阿尔及利亚']",https://movie.douban.com/subject/1419005/
88,8.6,影子部队,1969-09-12,"['法国', '意大利']",https://movie.douban.com/subject/1466419/
89,8.6,龙种,1944-07-20,['美国'],https://movie.douban.com/subject/1294532/
90,8.6,炼狱,1998-03-23,['俄罗斯'],https://movie.douban.com/subject/1904606/
91,8.6,大捷,1995,['中国大陆'],https://movie.douban.com/subject/2364059/
92,8.6,静静的顿河,1957-10-26,['苏联'],https://movie.douban.com/subject/1294681/
93,8.6,滑铁卢战役,1970-10-26,"['意大利', '苏联']",https://movie.douban.com/subject/1308721/
94,8.6,奇幻核子战,1964-10-07,['美国'],https://movie.douban.com/subject/1293514/
95,8.6,拿破仑,1927-04-07,['法国'],https://movie.douban.com/subject/1401756/
96,8.6,飘舞的军旗下,1972-03-12,['日本'],https://movie.douban.com/subject/1316683/
97,8.5,1917,2020-08-07,"['美国', '英国', '印度', '西班牙', '加拿大', '中国大陆']",https://movie.douban.com/subject/30252495/
98,8.5,至暗时刻,2017-12-01,"['英国', '美国']",https://movie.douban.com/subject/26761416/
99,8.5,赎罪,2008-02-22,"['英国', '法国']",https://movie.douban.com/subject/1950148/
