,评分,片名,年份,地区,豆瓣链接
79,8.4,超时空接触,1997-07-11,['美国'],https://movie.douban.com/subject/1295647/
80,8.4,异次元骇客,1999-05-28,"['美国', '德国']",https://movie.douban.com/subject/1300282/
81,8.4,星球大战2：帝国反击战,1980-05-21,['美国'],https://movie.douban.com/subject/1296528/
82,8.4,星球大战3：绝地归来,1983-05-25,['美国'],https://movie.douban.com/subject/1297151/
83,8.4,星际宝贝,2002-06-16,['美国'],https://movie.douban.com/subject/1307547/
84,8.4,他人之颜,1966-07-15,['日本'],https://movie.douban.com/subject/1432779/
85,8.4,星际宝贝：终极任务,2006-06-23,['美国'],https://movie.douban.com/subject/1823218/
86,8.4,飞出个未来大电影2：万背之兽,2008-06-24,['美国'],https://movie.douban.com/subject/2150085/
87,8.4,蝙蝠侠超人大电影-最佳搭档,1997-11-04,['美国'],https://movie.douban.com/subject/4089685/
88,8.4,如此美好的一天,2012-08-24,['美国'],https://movie.douban.com/subject/19965194/
89,8.4,假面骑士ZO,1993-04-17,['日本'],https://movie.douban.com/subject/3761830/
90,8.4,飞天小女警Z,2006-07-01,['日本'],https://movie.douban.com/subject/2054440/
91,8.3,钢铁侠,2008-04-30,['美国'],https://movie.douban.com/subject/1432146/
92,8.3,后天,2004-05-28,['美国'],https://movie.douban.com/subject/1308779/
93,8.3,变形金刚,2007-07-11,['美国'],https://movie.douban.com/subject/1794171/
94,8.3,银翼杀手2049,2017-10-27,"['美国', '英国', '加拿大', '匈牙利', '西班牙', '墨西哥']",https://movie.douban.com/subject/10512661/
95,8.3,第九区,2009-11-27,"['美国', '新西兰', '加拿大', '南非']",https://movie.douban.com/subject/3006772/
96,8.3,金刚狼3：殊死一战,2017-03-03,['美国'],https://movie.douban.com/subject/25765735/
97,8.3,最终幻想7：圣子降临,2005-09-14,['日本'],https://movie.douban.com/subject/1422063/
98,8.3,机动警察剧场版1,1989-07-15,['日本'],https://movie.douban.com/subject/1467778/
99,8.3,变形金刚大电影,1986-08-08,"['美国', '日本']",https://movie.douban.com/subject/1296109/
